Vardas         Pavarde        ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas302      Pavarde302     9     6     1     9     6     6     9     2     6     2     9     8     1     8     5     5     
Vardas303      Pavarde303     3     1     2     8     6     9     5     8     6     3     1     3     3     5     9     6     
Vardas304      Pavarde304     7     8     9     3     9     8     8     8     6     9     8     7     6     3     10    8     
Vardas305      Pavarde305     8     3     1     3     1     8     3     3     5     10    7     2     9     6     5     3     
Vardas306      Pavarde306     1     10    3     5     6     1     4     5     9     1     4     5     1     9     6     8     
Vardas307      Pavarde307     4     7     5     1     6     2     2     10    8     10    5     8     2     2     5     6     
Vardas308      Pavarde308     3     2     1     4     1     9     1     7     2     10    1     8     5     5     7     8     
Vardas309      Pavarde309     2     7     10    4     1     5     9     6     5     1     9     4     5     9     10    5     
Vardas310      Pavarde310     7     9     8     4     7     5     8     4     2     8     10    7     7     8     3     6     
Vardas311      Pavarde311     8     8     5     1     3     8     10    10    1     9     2     6     10    8     2     8     
Vardas312      Pavarde312     5     4     4     9     7     7     7     4     4     1     9     6     6     4     2     6     
Vardas313      Pavarde313     3     5     8     4     4     9     8     6     6     10    2     8     4     8     3     9     
Vardas314      Pavarde314     7     9     9     3     8     3     10    6     3     7     3     5     1     6     10    4     
Vardas315      Pavarde315     5     10    2     3     1     3     5     4     5     7     7     8     10    3     8     3     
Vardas316      Pavarde316     6     4     5     8     7     7     5     1     2     10    3     1     6     5     4     1     
Vardas317      Pavarde317     7     8     8     9     8     5     4     3     8     9     5     10    7     1     10    8     
Vardas318      Pavarde318     8     4     8     7     7     4     6     7     4     8     10    8     6     7     1     2     
Vardas319      Pavarde319     8     4     2     5     10    7     7     9     7     4     8     6     8     3     3     10    
Vardas320      Pavarde320     4     6     10    5     7     1     3     6     3     5     1     9     7     1     7     7     
Vardas321      Pavarde321     2     4     10    3     2     8     6     2     1     7     8     8     6     1     4     4     
Vardas322      Pavarde322     8     3     1     8     7     10    6     9     8     7     6     8     4     8     3     6     
Vardas323      Pavarde323     10    3     1     1     3     3     6     3     1     3     9     2     10    9     3     9     
Vardas324      Pavarde324     2     5     5     10    2     6     5     4     9     4     4     3     7     2     3     3     
Vardas325      Pavarde325     6     4     1     9     6     2     9     4     9     2     10    10    10    7     2     9     
Vardas326      Pavarde326     8     8     6     6     3     10    2     7     8     6     6     5     2     3     1     9     
Vardas327      Pavarde327     5     3     1     3     5     3     10    5     7     5     5     1     5     6     7     6     
Vardas328      Pavarde328     8     2     5     10    3     8     5     4     6     8     8     4     3     10    9     8     
Vardas329      Pavarde329     3     4     5     9     5     2     9     9     2     6     3     6     4     9     2     6     
Vardas330      Pavarde330     1     10    4     2     1     7     7     10    8     3     1     1     5     4     1     4     
Vardas331      Pavarde331     1     6     6     9     6     1     7     5     4     6     7     10    2     2     5     7     
Vardas332      Pavarde332     6     2     7     3     6     7     8     4     8     4     5     8     6     2     1     8     
Vardas333      Pavarde333     2     6     10    9     2     4     10    10    2     10    7     9     6     7     6     7     
Vardas334      Pavarde334     8     6     2     3     5     1     6     2     8     7     4     7     5     2     8     5     
Vardas335      Pavarde335     7     5     5     3     8     9     6     1     9     4     7     2     1     6     4     8     
Vardas336      Pavarde336     5     5     3     6     8     2     1     6     5     2     10    5     5     7     10    9     
Vardas337      Pavarde337     7     10    8     3     9     10    3     7     10    3     4     1     10    4     1     2     
Vardas338      Pavarde338     8     9     7     3     8     4     7     8     3     2     4     2     6     8     8     4     
Vardas339      Pavarde339     4     7     9     6     10    5     3     7     6     4     1     4     1     5     1     9     
Vardas340      Pavarde340     6     7     5     7     3     2     7     3     3     10    8     4     2     3     1     7     
Vardas341      Pavarde341     1     4     9     5     2     8     9     4     2     1     8     1     9     7     8     9     
Vardas342      Pavarde342     8     2     7     9     7     3     4     10    7     5     3     7     8     5     5     8     
Vardas343      Pavarde343     8     8     4     8     7     5     2     3     7     8     6     1     10    7     2     1     
Vardas344      Pavarde344     9     8     4     4     3     3     10    10    7     5     2     2     7     10    4     7     
Vardas345      Pavarde345     4     6     5     9     3     8     10    2     5     10    7     7     1     6     5     6     
Vardas346      Pavarde346     7     10    2     3     6     4     10    10    10    8     3     4     1     1     6     8     
Vardas347      Pavarde347     1     8     2     1     3     10    6     7     7     8     1     2     6     10    3     2     
Vardas348      Pavarde348     7     5     7     3     4     5     6     1     9     8     4     5     8     10    7     6     
Vardas349      Pavarde349     8     7     1     6     5     8     4     2     10    7     4     1     10    3     3     5     
Vardas350      Pavarde350     1     10    1     3     9     3     8     4     6     3     7     1     5     2     8     10    
Vardas351      Pavarde351     4     2     10    8     6     3     8     4     5     8     2     1     2     10    10    2     
Vardas352      Pavarde352     4     9     10    2     2     7     2     4     3     7     10    6     10    6     7     2     
Vardas353      Pavarde353     5     5     5     3     1     1     6     4     3     3     5     2     8     9     8     9     
Vardas354      Pavarde354     10    6     10    2     1     6     8     10    3     4     1     3     8     4     2     2     
Vardas355      Pavarde355     4     7     3     8     1     4     4     4     7     10    9     8     5     8     4     4     
Vardas356      Pavarde356     8     2     1     1     5     4     8     4     2     10    2     7     8     3     3     8     
Vardas357      Pavarde357     7     3     1     4     7     5     3     4     2     4     7     9     3     3     4     3     
Vardas358      Pavarde358     1     6     10    9     8     9     7     4     5     9     4     6     1     6     8     3     
Vardas359      Pavarde359     9     7     5     3     5     5     5     6     1     4     9     8     1     9     8     5     
Vardas360      Pavarde360     6     10    1     5     10    10    5     7     3     8     7     4     6     6     1     1     
Vardas361      Pavarde361     8     5     10    9     6     8     9     1     9     6     10    1     1     5     4     5     
Vardas362      Pavarde362     4     3     7     4     3     8     1     7     9     8     1     5     5     3     6     6     
Vardas363      Pavarde363     1     4     8     8     5     3     6     1     4     5     7     10    4     1     10    5     
Vardas364      Pavarde364     1     2     1     2     3     7     2     6     6     8     8     8     5     5     1     7     
Vardas365      Pavarde365     5     6     7     7     9     3     6     6     1     6     6     6     1     5     5     1     
Vardas366      Pavarde366     6     1     10    5     1     8     6     5     4     6     6     9     4     9     8     1     
Vardas367      Pavarde367     9     1     1     7     2     5     9     3     5     5     5     8     4     3     5     3     
Vardas368      Pavarde368     2     5     3     1     4     10    7     8     8     8     7     2     2     10    2     2     
Vardas369      Pavarde369     6     9     2     8     2     7     3     1     1     3     5     6     5     6     7     10    
Vardas370      Pavarde370     6     1     8     5     7     5     5     9     2     1     1     8     10    6     7     4     
Vardas371      Pavarde371     2     7     5     8     9     3     10    6     10    7     7     10    3     4     2     1     
Vardas372      Pavarde372     8     9     6     9     6     2     2     7     9     6     8     10    9     8     8     10    
Vardas373      Pavarde373     8     9     6     9     5     10    1     10    7     9     5     1     6     5     8     6     
Vardas374      Pavarde374     8     4     8     3     8     8     9     1     1     5     7     2     8     5     6     10    
Vardas375      Pavarde375     8     8     6     9     5     3     9     7     9     10    2     5     5     6     7     7     
Vardas376      Pavarde376     4     1     10    2     2     3     8     1     7     3     10    6     6     9     2     2     
Vardas377      Pavarde377     5     1     2     9     6     5     2     1     10    3     8     8     5     1     1     2     
Vardas378      Pavarde378     6     8     7     1     3     6     8     5     8     1     5     4     1     7     3     10    
Vardas379      Pavarde379     9     10    8     2     2     4     5     6     7     2     9     8     9     3     8     10    
Vardas380      Pavarde380     7     9     7     10    4     1     3     3     4     7     10    4     5     4     5     9     
Vardas381      Pavarde381     7     8     3     8     6     5     6     8     9     3     3     8     10    9     9     9     
Vardas382      Pavarde382     5     7     8     5     3     3     10    4     8     6     7     2     9     4     5     8     
Vardas383      Pavarde383     2     10    6     7     10    10    7     1     3     9     4     7     3     9     8     3     
Vardas384      Pavarde384     7     9     10    7     1     7     5     2     2     7     6     2     3     10    4     1     
Vardas385      Pavarde385     2     6     10    4     10    5     6     3     6     3     2     1     7     6     8     9     
Vardas386      Pavarde386     3     8     5     8     8     7     5     1     9     6     3     2     6     7     2     6     
Vardas387      Pavarde387     9     7     4     9     10    2     1     6     3     10    5     8     7     5     7     5     
Vardas388      Pavarde388     9     5     8     6     1     8     10    8     7     10    1     10    5     7     8     3     
Vardas389      Pavarde389     2     6     6     6     8     2     3     7     7     8     4     4     7     5     2     4     
Vardas390      Pavarde390     1     6     1     9     6     10    3     1     5     10    6     8     5     8     6     3     
Vardas391      Pavarde391     7     3     7     6     5     3     10    3     6     1     1     8     10    6     1     1     
Vardas392      Pavarde392     9     7     1     10    10    10    10    1     2     6     7     7     5     1     4     10    
Vardas393      Pavarde393     7     7     1     3     7     9     7     10    9     5     1     10    10    2     4     9     
Vardas394      Pavarde394     4     5     7     8     10    5     8     10    5     1     6     6     9     7     8     6     
Vardas395      Pavarde395     7     10    10    10    3     5     7     6     8     2     7     6     9     2     6     8     
Vardas396      Pavarde396     1     1     9     7     7     3     3     2     9     3     10    7     10    5     3     6     
Vardas397      Pavarde397     6     1     10    3     8     10    8     6     4     4     9     5     8     3     1     4     
Vardas398      Pavarde398     9     3     9     7     6     1     3     8     1     5     7     2     2     9     5     3     
Vardas399      Pavarde399     7     3     7     2     8     6     6     10    7     9     3     6     6     8     10    1     
Vardas400      Pavarde400     4     10    5     10    7     8     2     2     6     2     6     2     6     3     5     3     
Vardas401      Pavarde401     1     2     1     6     7     10    9     6     8     5     2     9     5     1     3     2     
Vardas402      Pavarde402     9     5     9     5     5     8     8     5     6     10    7     1     4     3     2     6     
Vardas403      Pavarde403     7     9     2     7     9     7     1     9     2     6     3     6     7     2     9     2     
Vardas404      Pavarde404     1     2     10    8     9     8     1     1     2     10    5     1     5     1     8     9     
Vardas405      Pavarde405     3     2     3     1     4     5     1     1     7     1     8     4     7     3     8     6     
Vardas406      Pavarde406     7     3     10    1     8     7     9     6     9     10    10    1     10    1     7     8     
Vardas407      Pavarde407     8     2     2     1     9     1     4     10    10    7     2     5     7     4     10    8     
Vardas408      Pavarde408     6     7     4     7     9     7     7     9     6     5     3     9     7     3     1     9     
Vardas409      Pavarde409     6     2     8     6     8     10    6     3     3     7     9     9     2     5     9     5     
Vardas410      Pavarde410     6     9     6     5     3     1     7     10    2     4     6     7     3     3     10    4     
Vardas411      Pavarde411     5     4     8     1     4     6     10    2     5     3     1     8     7     2     9     1     
Vardas412      Pavarde412     10    4     5     7     5     10    3     9     6     5     3     6     2     9     1     10    
Vardas413      Pavarde413     10    9     8     10    5     5     2     4     8     8     2     1     7     9     9     4     
Vardas414      Pavarde414     10    5     9     9     10    10    3     3     7     7     8     2     3     5     3     6     
Vardas415      Pavarde415     4     8     8     1     1     10    4     3     1     6     10    1     3     10    3     1     
Vardas416      Pavarde416     3     10    1     1     3     5     5     6     1     1     1     10    2     9     6     6     
Vardas417      Pavarde417     9     3     9     4     5     10    2     5     9     7     1     10    6     4     5     6     
Vardas418      Pavarde418     1     5     5     2     10    4     1     6     5     3     6     4     6     1     7     8     
Vardas419      Pavarde419     7     1     2     9     8     10    8     3     9     3     7     2     7     2     10    7     
Vardas420      Pavarde420     3     1     4     3     2     2     7     6     2     10    7     8     4     10    4     8     
Vardas421      Pavarde421     1     5     5     1     8     6     6     9     4     5     5     7     10    5     6     4     
Vardas422      Pavarde422     2     7     6     5     2     4     1     3     7     3     3     9     5     1     9     5     
Vardas423      Pavarde423     9     1     1     4     5     4     5     2     2     9     9     10    6     9     4     10    
Vardas424      Pavarde424     7     8     2     5     7     10    6     5     2     2     8     1     10    3     6     5     
Vardas425      Pavarde425     4     10    6     8     8     10    9     6     10    9     5     2     10    4     3     4     
Vardas426      Pavarde426     7     6     4     7     4     10    8     6     3     7     8     2     10    10    3     8     
Vardas427      Pavarde427     7     6     2     7     5     7     10    1     4     2     3     10    5     1     7     8     
Vardas428      Pavarde428     8     7     10    1     6     6     2     8     6     5     7     5     3     8     4     1     
Vardas429      Pavarde429     3     2     9     6     9     7     8     10    10    9     7     3     8     7     5     8     
Vardas430      Pavarde430     9     9     4     7     8     4     3     3     5     7     3     9     6     2     8     1     
Vardas431      Pavarde431     3     9     7     9     9     8     4     5     3     2     1     8     2     9     9     2     
Vardas432      Pavarde432     4     6     4     9     10    8     8     9     9     8     8     9     9     9     1     2     
Vardas433      Pavarde433     4     7     10    10    6     9     5     8     10    8     5     10    6     3     10    9     
Vardas434      Pavarde434     1     8     8     10    3     10    10    8     6     7     2     4     4     9     6     10    
Vardas435      Pavarde435     1     1     4     4     5     2     4     7     8     4     4     4     8     7     2     10    
Vardas436      Pavarde436     9     6     10    7     9     4     1     6     3     10    6     1     2     1     2     4     
Vardas437      Pavarde437     7     5     5     4     7     4     10    9     4     2     7     1     5     5     9     5     
Vardas438      Pavarde438     5     1     1     9     7     2     10    1     7     1     4     7     10    2     5     6     
Vardas439      Pavarde439     6     6     2     8     7     8     1     1     6     6     4     1     3     3     9     4     
Vardas440      Pavarde440     1     2     5     4     7     5     8     3     1     9     3     9     7     8     7     6     
Vardas441      Pavarde441     7     7     5     10    3     2     10    7     6     3     8     8     5     7     10    7     
Vardas442      Pavarde442     5     5     6     10    5     8     3     1     6     7     10    8     4     2     8     4     
Vardas443      Pavarde443     3     3     4     9     4     3     3     1     2     6     7     9     1     7     8     3     
Vardas444      Pavarde444     2     3     2     6     7     8     6     4     9     1     3     2     3     3     2     9     
Vardas445      Pavarde445     3     2     3     5     10    2     8     8     3     2     1     8     1     3     1     6     
Vardas446      Pavarde446     8     2     3     9     8     5     5     4     7     4     4     9     1     1     4     6     
Vardas447      Pavarde447     6     4     6     2     1     4     7     4     7     2     2     5     9     5     8     6     
Vardas448      Pavarde448     10    7     9     2     8     9     10    9     10    1     3     9     1     3     8     5     
Vardas449      Pavarde449     9     8     7     2     8     5     10    3     10    8     2     3     4     4     5     6     
Vardas450      Pavarde450     8     9     10    9     5     3     7     10    1     2     4     1     10    1     4     6     
Vardas451      Pavarde451     9     3     8     4     2     7     3     10    8     8     6     4     10    5     4     6     
Vardas452      Pavarde452     10    4     2     6     5     10    1     9     6     2     2     4     9     8     8     5     
Vardas453      Pavarde453     4     6     6     3     7     9     6     3     4     9     8     10    1     9     7     9     
Vardas454      Pavarde454     9     3     8     9     9     5     4     4     8     3     5     10    9     3     6     1     
Vardas455      Pavarde455     7     1     1     1     5     10    10    8     10    6     7     4     4     4     2     6     
Vardas456      Pavarde456     10    8     4     10    10    8     9     1     5     8     8     9     1     4     6     8     
Vardas457      Pavarde457     3     3     6     4     1     7     7     10    3     9     2     1     1     8     9     6     
Vardas458      Pavarde458     5     8     9     9     3     1     2     7     3     10    5     5     6     8     6     8     
Vardas459      Pavarde459     5     9     3     10    7     10    2     6     3     9     1     1     1     4     8     5     
Vardas460      Pavarde460     10    10    4     8     5     2     4     9     6     1     3     4     1     6     6     8     
Vardas461      Pavarde461     6     9     1     6     2     3     4     7     1     5     10    2     9     3     9     9     
Vardas462      Pavarde462     6     10    9     8     6     4     9     5     3     2     8     9     8     8     8     7     
Vardas463      Pavarde463     5     9     7     7     9     6     5     7     4     9     9     6     3     6     2     4     
Vardas464      Pavarde464     1     7     6     2     10    8     3     1     6     6     5     3     10    6     9     1     
Vardas465      Pavarde465     5     4     5     5     7     3     9     2     5     8     4     7     1     1     6     3     
Vardas466      Pavarde466     10    6     10    10    8     1     7     9     1     1     6     8     4     4     7     6     
Vardas467      Pavarde467     3     5     8     6     3     10    3     6     1     9     4     10    2     2     9     9     
Vardas468      Pavarde468     6     9     6     6     10    8     2     10    8     5     10    4     7     8     7     5     
Vardas469      Pavarde469     10    8     8     8     6     2     10    1     5     6     6     2     4     7     1     9     
Vardas470      Pavarde470     2     7     4     9     7     5     6     10    8     8     7     8     2     8     2     2     
Vardas471      Pavarde471     4     6     5     8     1     6     6     10    8     2     8     5     4     10    4     5     
Vardas472      Pavarde472     3     10    1     7     6     8     6     3     4     5     8     10    10    8     7     5     
Vardas473      Pavarde473     8     8     10    2     4     3     4     3     6     2     5     7     7     5     2     6     
Vardas474      Pavarde474     7     5     9     2     6     7     8     3     5     4     5     4     8     2     5     8     
Vardas475      Pavarde475     3     3     5     6     10    5     2     6     8     10    7     3     4     8     7     6     
Vardas476      Pavarde476     5     3     6     5     10    6     6     4     10    9     10    3     4     8     8     6     
Vardas477      Pavarde477     8     7     8     5     4     1     6     1     10    4     10    3     2     1     7     3     
Vardas478      Pavarde478     5     10    2     2     9     8     8     3     5     9     1     5     1     7     5     8     
Vardas479      Pavarde479     10    2     9     9     7     9     10    7     4     3     10    7     4     10    1     10    
Vardas480      Pavarde480     10    3     7     9     4     2     10    1     8     7     4     7     6     4     3     8     
Vardas481      Pavarde481     2     10    10    9     2     10    2     5     3     2     3     8     9     2     9     5     
Vardas482      Pavarde482     2     1     9     5     3     8     6     7     6     7     6     1     8     4     2     2     
Vardas483      Pavarde483     5     1     2     9     6     1     6     5     6     6     2     10    8     8     7     6     
Vardas484      Pavarde484     10    10    9     2     3     10    2     5     3     7     8     7     7     7     9     2     
Vardas485      Pavarde485     1     1     1     1     6     8     8     9     3     7     3     10    5     1     3     1     
Vardas486      Pavarde486     9     10    5     9     3     8     6     3     4     6     2     2     9     6     6     9     
Vardas487      Pavarde487     9     3     10    8     5     2     5     7     2     1     1     10    3     5     9     5     
Vardas488      Pavarde488     6     9     8     6     6     7     1     6     10    9     1     2     6     5     7     7     
Vardas489      Pavarde489     8     4     9     10    4     5     1     2     10    8     1     4     3     4     1     7     
Vardas490      Pavarde490     10    9     3     3     9     1     1     4     6     1     9     2     10    3     10    10    
Vardas491      Pavarde491     7     1     7     6     9     6     7     4     7     10    7     1     10    5     3     7     
Vardas492      Pavarde492     9     10    2     3     7     4     3     7     9     1     4     10    8     9     8     7     
Vardas493      Pavarde493     3     4     2     6     7     10    8     7     4     5     7     3     3     5     1     1     
Vardas494      Pavarde494     8     8     3     8     1     5     10    10    5     9     2     10    8     7     3     7     
Vardas495      Pavarde495     3     5     6     4     3     1     10    4     10    7     7     6     3     1     8     1     
Vardas496      Pavarde496     5     1     2     7     7     3     10    5     9     1     1     9     9     4     6     10    
Vardas497      Pavarde497     2     5     5     7     2     2     1     7     6     8     9     1     9     3     2     2     
Vardas498      Pavarde498     6     3     1     4     2     2     9     4     1     6     7     7     4     8     8     4     
Vardas499      Pavarde499     3     7     4     7     5     4     6     7     7     4     6     8     10    3     10    5     
Vardas500      Pavarde500     2     2     9     1     8     9     6     4     8     9     9     8     10    2     7     10    
Vardas501      Pavarde501     3     10    7     10    7     3     10    1     4     6     1     5     1     9     5     2     
Vardas502      Pavarde502     10    10    9     1     7     3     8     2     8     9     1     4     2     1     9     8     
Vardas503      Pavarde503     10    2     5     3     9     4     5     2     10    9     6     5     10    7     5     3     
Vardas504      Pavarde504     6     7     5     6     4     4     3     8     4     4     8     6     3     1     10    6     
Vardas505      Pavarde505     9     5     5     7     1     2     10    2     1     4     10    8     2     1     6     6     
Vardas506      Pavarde506     6     8     2     2     8     8     10    4     3     10    1     9     2     5     4     8     
Vardas507      Pavarde507     1     7     1     5     2     5     5     7     10    3     1     1     2     3     3     2     
Vardas508      Pavarde508     9     8     8     6     7     4     9     6     9     5     4     9     7     2     10    1     
Vardas509      Pavarde509     3     2     5     6     5     5     8     3     4     5     7     2     1     3     7     3     
Vardas510      Pavarde510     5     8     3     10    3     9     10    5     2     1     1     6     3     2     7     10    
Vardas511      Pavarde511     6     8     9     1     1     7     9     2     10    10    2     9     4     7     4     1     
Vardas512      Pavarde512     1     8     3     4     5     8     7     1     7     8     2     8     10    1     9     3     
Vardas513      Pavarde513     7     1     3     5     1     6     8     2     7     2     4     5     3     10    7     7     
Vardas514      Pavarde514     5     8     5     3     5     8     6     6     4     4     1     4     10    2     3     6     
Vardas515      Pavarde515     3     3     4     7     10    5     9     9     6     7     4     10    7     7     2     3     
Vardas516      Pavarde516     5     1     7     1     6     5     1     9     2     3     3     5     8     9     1     9     
Vardas517      Pavarde517     10    10    9     2     3     2     6     6     4     4     10    1     6     9     5     10    
Vardas518      Pavarde518     2     2     8     5     10    3     3     2     10    9     4     5     3     10    1     3     
Vardas519      Pavarde519     3     7     10    10    5     8     10    10    4     5     5     6     9     2     8     3     
Vardas520      Pavarde520     7     1     4     9     9     3     8     4     9     9     4     8     9     3     7     2     
Vardas521      Pavarde521     7     7     8     9     7     6     1     1     9     4     6     1     4     2     9     5     
Vardas522      Pavarde522     10    9     2     1     1     8     1     3     2     8     9     8     8     5     3     10    
Vardas523      Pavarde523     5     1     9     7     3     2     4     3     1     8     1     9     10    8     2     6     
Vardas524      Pavarde524     1     9     10    4     8     10    3     5     8     5     5     6     1     6     1     10    
Vardas525      Pavarde525     8     3     7     1     4     5     8     3     1     8     8     6     8     7     1     2     
Vardas526      Pavarde526     7     9     4     6     5     10    6     3     10    10    2     6     4     9     6     3     
Vardas527      Pavarde527     9     5     10    5     9     3     7     9     10    6     5     2     7     4     9     9     
Vardas528      Pavarde528     8     10    3     4     1     7     8     3     5     9     4     4     6     1     8     7     
Vardas529      Pavarde529     7     6     4     1     9     9     1     1     3     9     2     4     10    1     6     6     
Vardas530      Pavarde530     1     3     2     6     3     3     7     6     7     9     7     7     9     3     4     4     
Vardas531      Pavarde531     3     3     3     5     1     10    10    2     1     6     10    6     1     6     10    2     
Vardas532      Pavarde532     7     4     7     6     7     7     1     6     5     1     1     6     3     3     1     1     
Vardas533      Pavarde533     2     9     6     3     4     6     10    8     10    5     2     4     1     5     9     10    
Vardas534      Pavarde534     3     2     5     5     4     6     9     7     4     4     4     3     2     9     3     10    
Vardas535      Pavarde535     8     6     7     10    3     1     10    1     7     2     6     1     2     4     5     4     
Vardas536      Pavarde536     8     8     6     9     3     4     5     10    1     8     5     2     4     9     8     9     
Vardas537      Pavarde537     2     6     9     1     4     8     6     4     6     6     5     7     4     5     2     1     
Vardas538      Pavarde538     7     6     10    8     1     1     2     3     1     7     8     6     8     7     10    2     
Vardas539      Pavarde539     1     5     3     1     2     10    8     5     2     6     9     3     6     5     6     7     
Vardas540      Pavarde540     5     2     9     10    3     2     4     10    7     9     5     9     1     5     7     4     
Vardas541      Pavarde541     10    1     1     10    10    2     2     3     9     3     6     9     7     7     2     8     
Vardas542      Pavarde542     6     7     7     2     9     1     2     2     10    10    2     5     7     4     10    2     
Vardas543      Pavarde543     4     4     7     10    1     7     6     10    6     4     10    9     4     6     5     9     
Vardas544      Pavarde544     5     2     10    5     8     2     8     9     6     4     9     8     1     3     9     4     
Vardas545      Pavarde545     4     10    10    10    10    3     6     4     8     7     7     4     4     8     1     8     
Vardas546      Pavarde546     3     4     4     1     10    3     7     5     2     4     1     1     5     5     8     6     
Vardas547      Pavarde547     3     1     3     8     2     6     2     10    6     2     2     8     5     6     5     1     
Vardas548      Pavarde548     1     7     7     4     2     1     5     5     10    1     7     4     5     2     9     6     
Vardas549      Pavarde549     3     3     10    10    2     5     10    4     5     4     9     8     7     3     5     8     
Vardas550      Pavarde550     2     7     9     9     2     8     1     4     10    10    1     7     1     4     10    9     
Vardas551      Pavarde551     3     3     6     3     5     9     4     9     9     8     5     4     8     1     9     2     
Vardas552      Pavarde552     3     6     1     4     7     9     5     4     7     7     6     6     5     10    7     5     
Vardas553      Pavarde553     2     10    1     9     3     1     7     7     1     6     3     4     7     4     7     4     
Vardas554      Pavarde554     3     7     9     1     8     1     6     5     10    9     6     9     4     3     8     10    
Vardas555      Pavarde555     9     9     1     3     9     7     3     10    1     1     5     5     10    1     3     2     
Vardas556      Pavarde556     2     4     5     1     5     2     10    7     9     4     7     3     10    8     7     5     
Vardas557      Pavarde557     9     10    8     5     3     7     6     1     4     4     5     9     5     9     10    4     
Vardas558      Pavarde558     5     7     5     4     4     7     7     8     10    3     9     3     9     4     4     5     
Vardas559      Pavarde559     1     9     4     3     9     5     6     10    4     7     5     10    6     2     6     10    
Vardas560      Pavarde560     6     3     7     4     6     3     7     4     8     9     8     4     9     1     2     4     
Vardas561      Pavarde561     10    3     1     10    10    9     1     3     5     9     9     3     6     3     2     7     
Vardas562      Pavarde562     3     4     2     2     5     2     2     5     9     10    8     6     5     5     7     8     
Vardas563      Pavarde563     9     7     5     10    1     1     1     2     9     3     6     4     7     3     3     6     
Vardas564      Pavarde564     9     7     9     9     6     3     6     10    10    9     10    5     6     3     6     8     
Vardas565      Pavarde565     3     8     3     7     6     9     8     10    3     7     1     5     6     1     3     7     
Vardas566      Pavarde566     9     3     2     1     4     5     9     4     5     4     8     8     1     2     8     2     
Vardas567      Pavarde567     4     6     3     10    2     9     9     10    1     10    10    3     9     9     10    10    
Vardas568      Pavarde568     10    6     2     8     2     8     10    8     6     4     7     5     9     8     1     4     
Vardas569      Pavarde569     3     3     4     1     3     3     4     8     7     3     8     3     1     7     2     7     
Vardas570      Pavarde570     9     9     9     4     5     9     3     2     5     8     6     6     6     4     9     10    
Vardas571      Pavarde571     1     5     9     8     6     2     5     6     2     10    1     5     7     2     7     5     
Vardas572      Pavarde572     2     1     7     3     2     1     6     5     4     4     3     4     8     9     1     5     
Vardas573      Pavarde573     7     8     8     6     5     5     6     1     10    9     3     1     8     7     8     8     
Vardas574      Pavarde574     9     7     6     10    6     8     3     5     6     9     8     3     2     3     7     8     
Vardas575      Pavarde575     4     8     1     2     1     1     1     9     2     5     2     9     1     7     6     6     
Vardas576      Pavarde576     2     5     6     6     4     2     6     6     4     8     4     8     2     2     6     1     
Vardas577      Pavarde577     5     5     8     4     5     10    8     2     1     5     2     5     5     8     9     10    
Vardas578      Pavarde578     4     3     7     9     8     2     9     5     9     9     2     5     3     1     4     4     
Vardas579      Pavarde579     9     7     9     8     2     8     3     7     6     8     6     9     1     3     10    4     
Vardas580      Pavarde580     2     8     5     1     3     1     6     6     1     1     10    6     6     9     4     3     
Vardas581      Pavarde581     2     10    5     2     7     4     6     2     10    2     10    5     7     3     9     9     
Vardas582      Pavarde582     3     5     5     10    10    3     1     7     9     3     3     8     4     9     2     9     
Vardas583      Pavarde583     7     1     4     4     4     5     1     1     5     1     3     4     6     6     10    10    
Vardas584      Pavarde584     4     10    1     7     10    5     1     2     10    5     9     7     6     6     4     4     
Vardas585      Pavarde585     3     3     8     10    8     9     9     1     6     7     2     1     1     8     1     6     
Vardas586      Pavarde586     3     6     2     5     2     10    6     2     3     7     10    9     6     8     10    10    
Vardas587      Pavarde587     7     5     5     4     5     7     2     10    4     8     9     9     3     6     7     3     
Vardas588      Pavarde588     6     6     9     2     7     1     8     8     3     6     2     7     7     5     1     2     
Vardas589      Pavarde589     8     3     5     7     4     2     2     4     10    4     6     2     5     9     8     3     
Vardas590      Pavarde590     6     10    3     2     2     8     3     2     6     7     3     2     9     10    9     5     
Vardas591      Pavarde591     1     9     8     4     9     2     9     10    2     1     3     4     4     7     5     2     
Vardas592      Pavarde592     3     7     5     7     7     9     5     10    5     7     7     8     1     2     7     1     
Vardas593      Pavarde593     1     10    4     2     5     4     7     7     2     9     10    8     3     1     6     3     
Vardas594      Pavarde594     4     8     1     4     3     4     4     2     4     1     6     3     1     7     10    4     
Vardas595      Pavarde595     3     3     9     1     5     5     4     3     6     10    4     1     7     2     2     1     
Vardas596      Pavarde596     2     9     8     3     2     7     6     1     9     3     10    5     8     8     6     9     
Vardas597      Pavarde597     10    5     7     10    1     5     6     8     10    5     8     8     5     6     9     9     
Vardas598      Pavarde598     2     1     9     10    1     10    4     5     5     1     10    10    1     10    1     2     
Vardas599      Pavarde599     8     4     3     3     6     7     4     7     3     1     6     3     1     4     3     3     
Vardas600      Pavarde600     3     1     6     10    2     6     7     2     8     4     4     7     2     1     7     9     
Vardas601      Pavarde601     4     5     7     6     6     6     2     4     7     9     9     2     2     5     2     10    
Vardas602      Pavarde602     10    5     10    8     1     6     3     1     6     9     5     5     4     10    6     4     
Vardas603      Pavarde603     1     1     10    4     8     10    10    5     9     3     9     1     3     5     6     4     
